GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q96N95	ZNF396	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96ND8	ZNF583	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96NG5	ZNF558	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96NG5	ZNF558	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q96NG8	ZNF582	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96NG8	ZNF582	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q96NI8	ZNF570	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96NJ3	ZNF285	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96NJ6	ZFP3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96NK8	NEUROD6	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96NK8	NEUROD6	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96NK8	NEUROD6	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q96NL3	ZNF599	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96NL3	ZNF599	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q96NX9	DACH2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96NZ1	FOXN4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96NZ1	FOXN4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q96NZ1	FOXN4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96NZ1	FOXN4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q96NZ1	FOXN4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96PE6	ZIM3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96PQ6	ZNF317	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96PT3	DUX5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96PT3	DUX5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96PT4	DUX3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96QR8	PURB	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96QR8	PURB	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q96QR8	PURB	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q96QS3	ARX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96QS3	ARX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96QS3	ARX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96QS3	ARX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96QS3	ARX	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q96QS3	ARX	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q96QS3	ARX	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q96RE7	NACC1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q96RE7	NACC1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96RE9	ZNF300	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q96RE9	ZNF300	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96RI1	NR1H4	GO:0004879	nuclear receptor activity	F
UniProtKB	Q96RI1	NR1H4	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q96RI1	NR1H4	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q96RI1	NR1H4	GO:0004879	nuclear receptor activity	F
UniProtKB	Q96RI1	NR1H4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96RI1	NR1H4	GO:0004879	nuclear receptor activity	F
UniProtKB	Q96RI1	NR1H4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q96RI1	NR1H4	GO:0004879	nuclear receptor activity	F
UniProtKB	Q96RI1	NR1H4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q96RI1	NR1H4	GO:0004879	nuclear receptor activity	F
UniProtKB	Q96RI1	NR1H4	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q96RI1	NR1H4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q96RI1	NR1H4	GO:0004879	nuclear receptor activity	F
UniProtKB	Q96RI1	NR1H4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96RI1	NR1H4	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q96RI1	NR1H4	GO:0004879	nuclear receptor activity	F
UniProtKB	Q96RJ6	FERD3L	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96RJ6	FERD3L	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96RJ6	FERD3L	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q96RK0	CIC	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96RK0	CIC	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96S65	CSRNP1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96S65	CSRNP1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96S65	CSRNP1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q96S65	CSRNP1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q96S65	CSRNP1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q96SC8	DMRTA2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96SC8	DMRTA2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96SE7	ZNF347	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96SF7	TBX15	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96SF7	TBX15	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96SF7	TBX15	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q96SF7	TBX15	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q96SK3	ZNF607	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96SQ5	ZNF587	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96SQ7	ATOH8	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96SQ7	ATOH8	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96SQ7	ATOH8	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q96SQ7	ATOH8	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q96SQ7	ATOH8	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q96SR6	ZNF382	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q96SZ4	ZSCAN10	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96SZ4	ZSCAN10	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q96T25	ZIC5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q96T92	INSM2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q96T92	INSM2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99081	TCF12	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99081	TCF12	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99081	TCF12	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99081	TCF12	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99453	PHOX2B	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99453	PHOX2B	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99453	PHOX2B	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99453	PHOX2B	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99453	PHOX2B	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99453	PHOX2B	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99459	CDC5L	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99459	CDC5L	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99581	FEV	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99581	FEV	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99581	FEV	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99581	FEV	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99581	FEV	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99583	MNT	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q99583	MNT	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99583	MNT	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99583	MNT	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99583	MNT	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99583	MNT	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q99592	ZBTB18	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99592	ZBTB18	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q99593	TBX5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99593	TBX5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99593	TBX5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99593	TBX5	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99593	TBX5	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99593	TBX5	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99593	TBX5	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99593	TBX5	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99593	TBX5	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99593	TBX5	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99593	TBX5	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99594	TEAD3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99594	TEAD3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99594	TEAD3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99594	TEAD3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99594	TEAD3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99607	ELF4	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99607	ELF4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99607	ELF4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99607	ELF4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99607	ELF4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99608	NDN	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99612	KLF6	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99612	KLF6	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99612	KLF6	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99626	CDX2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q99626	CDX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99626	CDX2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99626	CDX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99626	CDX2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99626	CDX2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99626	CDX2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99676	ZNF184	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99684	GFI1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99684	GFI1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q99687	MEIS3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99687	MEIS3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99687	MEIS3	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99687	MEIS3	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99697	PITX2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99697	PITX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99697	PITX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99697	PITX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99697	PITX2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99697	PITX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99697-3	PITX2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99697-3	PITX2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q99717	SMAD5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99717	SMAD5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99717	SMAD5	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q99732	LITAF	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99742	NPAS1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99742	NPAS1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99742	NPAS1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99743	NPAS2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99743	NPAS2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99743	NPAS2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99743	NPAS2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99801	NKX3-1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99801	NKX3-1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99801	NKX3-1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99801	NKX3-1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99801	NKX3-1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99801	NKX3-1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99801	NKX3-1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99801	NKX3-1	GO:0004879	nuclear receptor activity	F
UniProtKB	Q99811	PRRX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99811	PRRX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99811	PRRX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99811	PRRX2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99814	EPAS1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99814	EPAS1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99814	EPAS1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99814	EPAS1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99814	EPAS1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99853	FOXB1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99853	FOXB1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99853	FOXB1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99929	ASCL2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q99929	ASCL2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99929	ASCL2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99929	ASCL2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99929	ASCL2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99941	ATF6B	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99941	ATF6B	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99941	ATF6B	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99941	ATF6B	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99941	ATF6B	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99941	ATF6B	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99958	FOXC2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99958	FOXC2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99958	FOXC2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99958	FOXC2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q99958	FOXC2	GO:0001216	DNA-binding transcription activator activity	F
UniProtKB	Q99958	FOXC2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q99958	FOXC2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q99958	FOXC2	GO:0001216	DNA-binding transcription activator activity	F
UniProtKB	Q9BQA5	HINFP	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BQA5	HINFP	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q9BQA5	HINFP	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BQA5	HINFP	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q9BQA5	HINFP	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q9BQA5	HINFP	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BQW3	EBF4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BQW3	EBF4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BQW3	EBF4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BQW3	EBF4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BQY4	RHOXF2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BQY4	RHOXF2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BQY4	RHOXF2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BR39:PRO_0000446375	JPH2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q9BR84	ZNF559	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BR84	ZNF559	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q9BRH9	ZNF251	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BRJ9	MESP1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BRJ9	MESP1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BRJ9	MESP1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BRJ9	MESP1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q9BRJ9	MESP1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BRJ9	MESP1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BRP0	OVOL2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q9BRP0	OVOL2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BRP0	OVOL2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	Q9BRP0	OVOL2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q9BRR0	ZKSCAN3	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q9BRR0	ZKSCAN3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BRR0	ZKSCAN3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BS31	ZNF649	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BS34	ZNF670	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BSG1	ZNF2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BSK1	ZNF577	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BT81	SOX7	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BT81	SOX7	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BT81	SOX7	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BT81	SOX7	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BT81	SOX7	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BTP6	ZBED2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q9BTP6	ZBED2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BU19	ZNF692	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q9BU19	ZNF692	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BUG6	ZSCAN5A	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BUY5	ZNF426	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BW11	MXD3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BW11	MXD3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BW11	MXD3	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q9BWM5	ZNF416	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BWW7	SCRT1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q9BWW7	SCRT1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q9BWW7	SCRT1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BWW7	SCRT1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BWX5	GATA5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BWX5	GATA5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BWX5	GATA5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BWX5	GATA5	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BWX5	GATA5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BWX5	GATA5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BWX5	GATA5	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BWX5	GATA5	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BX82	ZNF471	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BXA9	SALL3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BXG8	SPZ1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BXK1	KLF16	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BXK1	KLF16	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	Q9BXK1	KLF16	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	Q9BXK1	KLF16	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9BY31	ZNF717	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
