GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	A0A0U1RQI7	KLF18	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A0A1B0GTS1	HSFX4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	A0A1B0GTS1	HSFX4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	A0A1B0GWH4	HSFX3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A0A1B0GWH4	HSFX3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	A0A1B0GWH4	HSFX3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	A0A1W2PPF3	DUXB	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A0A1W2PPF3	DUXB	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A0A1W2PPK0	CPHXL2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A0A1W2PPM1	CPHXL	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A0A1W2PQ73	ERFL	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A0A1W2PQ73	ERFL	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	A0A1W2PRP0	FOXL3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A0A1W2PRP0	FOXL3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	A0A2Z4LIS9	FOXO3B	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	A0A5F9ZHS7	NFILZ	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	A0AVK6	E2F8	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	A0AVK6	E2F8	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A0AVK6	E2F8	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A0AVK6	E2F8	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	A0AVK6	E2F8	GO:0001217	DNA-binding transcription repressor activity	F
UniProtKB	A0AVK6	E2F8	GO:0001217	DNA-binding transcription repressor activity	F
UniProtKB	A0AVK6	E2F8	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	A0PJY2	FEZF1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	A0PJY2	FEZF1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	A1YPR0	ZBTB7C	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A2RRD8	ZNF320	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A2RU54	HMX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A2RU54	HMX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A2RU54	HMX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NCS4	NKX2-6	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NCS4	NKX2-6	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	A6NCS4	NKX2-6	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NCS4	NKX2-6	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NCS4	NKX2-6	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	A6NDR6	MEIS3P1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NDR6	MEIS3P1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	A6NDX5	ZNF840P	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	A6NFD8	HELT	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NFD8	HELT	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NFD8	HELT	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	A6NFD8	HELT	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	A6NFI3	ZNF316	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NFQ7	DPRX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NFQ7	DPRX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NFQ7	DPRX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NGD5	ZSCAN5C	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NHJ4	ZNF860	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NHT5	HMX3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NHT5	HMX3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NHT5	HMX3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NI15	MSGN1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NI15	MSGN1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NI15	MSGN1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	A6NI15	MSGN1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	A6NJ46	NKX6-3	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	A6NJ46	NKX6-3	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	A6NJ46	NKX6-3	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	A6NJ46	NKX6-3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NJ46	NKX6-3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NJ46	NKX6-3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NJG6	ARGFX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NJG6	ARGFX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NJG6	ARGFX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NJL1	ZSCAN5B	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NJT0	UNCX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NJT0	UNCX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NK53	ZNF233	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NK75	ZNF98	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NLW8	DUXA	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NLW8	DUXA	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NM28	ZFP92	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NMT0	DBX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NMT0	DBX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NN14	ZNF729	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	A6NNA5	DRGX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NNA5	DRGX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NNA5	DRGX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NNF4	ZNF726	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A6NP11	ZNF716	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8K0S8	MEIS3P2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8K0S8	MEIS3P2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	A8K8V0	ZNF785	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8K8V0	ZNF785	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	A8MQ14	ZNF850	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	A8MT65	ZNF891	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8MT65	ZNF891	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	A8MTJ6	FOXI3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8MTJ6	FOXI3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	A8MTQ0	NOTO	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8MTQ0	NOTO	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8MTY0	ZNF724	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8MUV8	ZNF727	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8MUZ8	ZNF705G	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8MUZ8	ZNF705G	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	A8MWA4	ZNF705EP	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8MWA4	ZNF705EP	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	A8MXY4	ZNF99	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	A8MYZ6	FOXO6	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8MYZ6	FOXO6	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8MYZ6	FOXO6	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8MYZ6	FOXO6	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	A8MYZ6	FOXO6	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8MZ59	LEUTX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8MZ59	LEUTX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A8MZ59	LEUTX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A9YTQ3	AHRR	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	A9YTQ3	AHRR	GO:0004879	nuclear receptor activity	F
UniProtKB	B1APH4	ZNF487	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	B1APH4	ZNF487	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	B1APH4	ZNF487	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	B2RXF5	ZBTB42	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	B4DU55	ZNF879	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	B4DX44	ZNF736	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	B4DXR9	ZNF732	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	B7Z6K7	ZNF814	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	C9JN71	ZNF878	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	E7ETH6	ZNF587B	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	E7ETH6	ZNF587B	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	E9PGG2	ANHX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	E9PGG2	ANHX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00110	OVOL3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00110	OVOL3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00287	RFXAP	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O00287	RFXAP	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O00321	ETV2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00321	ETV2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O00321	ETV2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O00327	ARNTL	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00327	ARNTL	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00327	ARNTL	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O00327	ARNTL	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00358	FOXE1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00358	FOXE1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00358	FOXE1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00358	FOXE1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00358	FOXE1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00358	FOXE1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00358	FOXE1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00358	FOXE1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00358	FOXE1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O00358	FOXE1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00358	FOXE1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O00409	FOXN3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00409	FOXN3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O00409	FOXN3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O00470	MEIS1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00470	MEIS1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00470	MEIS1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O00470	MEIS1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00470	MEIS1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O00482	NR5A2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00482	NR5A2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O00482	NR5A2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O00482	NR5A2	GO:0004879	nuclear receptor activity	F
UniProtKB	O00482	NR5A2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00482	NR5A2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O00482	NR5A2	GO:0004879	nuclear receptor activity	F
UniProtKB	O00482	NR5A2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O00482	NR5A2	GO:0004879	nuclear receptor activity	F
UniProtKB	O00482	NR5A2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O00482	NR5A2	GO:0004879	nuclear receptor activity	F
UniProtKB	O00570	SOX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00570	SOX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00570	SOX1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O00570	SOX1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O00712	NFIB	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O00712	NFIB	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00712	NFIB	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00712	NFIB	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O00712	NFIB	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O00712	NFIB	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00712	NFIB	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00716	E2F3	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O00716	E2F3	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O00716	E2F3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00716	E2F3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O00716	E2F3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O00716	E2F3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O00716	E2F3	GO:0001216	DNA-binding transcription activator activity	F
UniProtKB	O14503	BHLHE40	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14503	BHLHE40	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14503	BHLHE40	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14503	BHLHE40	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O14503	BHLHE40	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14503	BHLHE40	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O14503	BHLHE40	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O14503	BHLHE40	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O14503	BHLHE40	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O14503	BHLHE40	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14503	BHLHE40	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O14503	BHLHE40	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O14529	CUX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14529	CUX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14529	CUX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14529	CUX2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O14593	RFXANK	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O14627	CDX4	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O14627	CDX4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14627	CDX4	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O14627	CDX4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O14627	CDX4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14628	ZNF195	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14709	ZNF197	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O14753	OVOL1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14753	OVOL1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O14770	MEIS2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O14770	MEIS2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14770	MEIS2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14770	MEIS2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O14770	MEIS2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O14770	MEIS2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O14771	ZNF213	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14813	PHOX2A	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O14813	PHOX2A	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14813	PHOX2A	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14813	PHOX2A	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14813	PHOX2A	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O14813	PHOX2A	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O14867	BACH1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14867	BACH1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14867	BACH1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O14867	BACH1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O14867	BACH1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O14867	BACH1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O14867	BACH1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O14867	BACH1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O14867	BACH1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O14867	BACH1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O14896	IRF6	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14896	IRF6	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14896	IRF6	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O14896	IRF6	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O14896	IRF6	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O14896	IRF6	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O14901	KLF11	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14901	KLF11	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14901	KLF11	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O14901	KLF11	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O14901	KLF11	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14948	TFEC	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14948	TFEC	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14948	TFEC	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O14948	TFEC	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O14948	TFEC	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O14978	ZNF263	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O14978	ZNF263	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O14978	ZNF263	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15015	ZNF646	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15060	ZBTB39	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O15062	ZBTB5	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O15062	ZBTB5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15062	ZBTB5	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15062	ZBTB5	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O15090	ZNF536	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O15090	ZNF536	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15119	TBX3	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O15119	TBX3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15119	TBX3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15119	TBX3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15119	TBX3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15119	TBX3	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15119	TBX3	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O15156	ZBTB7B	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15156	ZBTB7B	GO:0001217	DNA-binding transcription repressor activity	F
UniProtKB	O15156	ZBTB7B	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15156	ZBTB7B	GO:0001217	DNA-binding transcription repressor activity	F
UniProtKB	O15156	ZBTB7B	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15162	PLSCR1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15178	TBXT	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15178	TBXT	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15178	TBXT	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15178	TBXT	GO:0003700	DNA-binding transcription factor activity	F
